id	treenum	term
D002472	C04.697.098.500.160	Cell Transformation, Viral
D002481	C01.539.800.130	Cellulitis
D002485	C04.557.695.210	Cementoma
D002493	C10.228	Central Nervous System Diseases
D002494	C01.395	Central Nervous System Infections
D002524	C10.228.140.252.190	Cerebellar Ataxia
D002526	C10.228.140.252	Cerebellar Diseases
D002527	C10.228.140.252.700.250	Myoclonic Cerebellar Dyssynergia
D002528	C04.588.614.250.195.411.211	Cerebellar Neoplasms
D002532	C10.228.140.300.510.600	Intracranial Aneurysm
D002534	C10.228.140.624	Hypoxia, Brain
D002537	C10.228.140.300.510.800	Intracranial Arteriosclerosis
D002538	C10.228.140.300.520	Intracranial Arteriovenous Malformations
D002539	C10.228.140.300.510.200	Cerebral Arterial Diseases
D002542	C10.228.140.300.525	Intracranial Embolism and Thrombosis
D002543	C10.228.140.300.535.200	Cerebral Hemorrhage
D002544	C10.228.140.300.150.477.200	Cerebral Infarction
D002545	C10.228.140.300.150	Brain Ischemia
D002546	C10.228.140.300.150.836	Ischemic Attack, Transient
D002547	C10.228.140.140.254	Cerebral Palsy
D002549	C10.114.375.112	Diffuse Cerebral Sclerosis of Schilder
D002551	C04.588.614.250.195.205	Cerebral Ventricle Neoplasms
D002558	C10.597.114.500	Cerebrospinal Fluid Otorrhea
D002559	C10.597.114.750	Cerebrospinal Fluid Rhinorrhea
D002561	C10.228.140.300	Cerebrovascular Disorders
D002573	C10.668.829.550.850.200	Cervical Rib Syndrome
D002575	C13.351.500.852.593.150	Uterine Cervicitis
D002577	C13.351.500.852.593	Uterine Cervical Diseases
D002578	C04.834.818	Uterine Cervical Dysplasia
D002579	C13.351.500.852.593.112	Uterine Cervical Erosion
D002581	C13.351.500.852.593.120	Uterine Cervical Incompetence
D002583	C04.588.945.418.948.850	Uterine Cervical Neoplasms
D002590	C03.335.190	Cestode Infections
D002598	C03.752.300.900.200.190	Chagas Cardiomyopathy
D002601	C01.252.400.840.744.161	Chancre
D002602	C01.252.400.700.433.257	Chancroid
D002607	C10.500.300.200	Charcot-Marie-Tooth Disease
D002609	C15.378.553.774.257	Chediak-Higashi Syndrome
D002613	C07.465.409.215	Cheilitis
D002636	C05.116.099.708.375.199	Cherubism
D002637	C23.888.592.612.233	Chest Pain
D002639	C08.618.182	Cheyne-Stokes Respiration
D002640	C13.703.844.506.389.500	Chiari-Frommel Syndrome
D002644	C02.256.466.930.250	Chickenpox
D002647	C26.212.500.217	Chilblains
D002690	C01.252.400.210.210	Chlamydia Infections
D002694	C01.252.400.210	Chlamydiaceae Infections
D002754	C08.460.171	Choanal Atresia
D002759	C04.557.470.035.085	Adenoma, Bile Duct
D002761	C06.130.120.200	Cholangitis
D002764	C06.130.564.263	Cholecystitis
D002769	C06.130.409	Cholelithiasis
D002771	C01.252.400.959.347	Cholera
D002779	C06.130.120.135	Cholestasis
D002780	C06.130.120.135.250	Cholestasis, Intrahepatic
D002781	C17.800.428.260	Cholesteatoma
D002796	C18.654.521.500.133.699.160	Choline Deficiency
D002804	C04.557.450.565.250	Chondroblastoma
D002805	C05.550.114.264	Chondrocalcinosis
D002806	C05.116.099.708.195	Chondrodysplasia Punctata
D002812	C04.557.450.565.265	Chondroma
D002813	C04.557.450.565.280	Chondrosarcoma
D002817	C04.557.465.220	Chordoma
D002819	C10.228.662.262.249	Chorea
D002820	C04.557.465.955.416.812.500	Hydatidiform Mole, Invasive
D002821	C13.703.277.030	Chorioamnionitis
D002822	C04.557.465.955.207	Choriocarcinoma
D002825	C11.768.773.348	Chorioretinitis
D002828	C23.300.250	Choristoma
D002830	C04.588.364.978.223	Choroid Neoplasms
D002832	C11.290.195	Choroid Hemorrhage
D002833	C11.941.160.478	Choroiditis
D002836	C15.378.100.100.510	Hemophilia B
D002862	C01.539.800.200.110	Chromoblastomycosis
D002869	C23.550.210	Chromosome Aberrations
D002872	C23.550.210.050.500.500	Chromosome Deletion
D002873	C23.550.210.110.180	Chromosome Fragility
D002908	C23.550.291.500	Chronic Disease
D002915	C06.844.200	Chylous Ascites
D002916	C08.528.142	Chylothorax
D002921	C23.550.355.274	Cicatrix
D002925	C08.200	Ciliary Motility Disorders
D002971	C07.465.409.225	Cleft Lip
D002972	C05.500.460.185	Cleft Palate
D002973	C05.116.099.708.207	Cleidocranial Dysplasia
D003003	C03.335.865.148	Clonorchiasis
D003015	C01.252.410.222	Clostridium Infections
D003025	C05.330.488.655.063	Clubfoot
D003027	C10.228.140.546.399.937.500	Cluster Headache
D003043	C04.697.098.875	Cocarcinogenesis
D003047	C01.703.203	Coccidioidomycosis
D003048	C03.752.250	Coccidiosis
D003057	C05.116.099.343.250	Cockayne Syndrome
D003074	C08.381.884	Solitary Pulmonary Nodule
D003085	C16.614.166	Colic
D003092	C06.405.205.265	Colitis
D003093	C06.405.205.265.231	Colitis, Ulcerative
D003095	C17.300.200	Collagen Diseases
D003100	C05.550.518.336.500	Colles' Fracture
D003103	C11.250.110	Coloboma
D003108	C06.405.469.158	Colonic Diseases
D003109	C06.405.469.158.272	Colonic Diseases, Functional
D003110	C04.588.274.476.411.307.180	Colonic Neoplasms
D003111	C23.300.825.411.235	Colonic Polyps
D003112	C06.405.469.158.272.217	Colonic Pseudo-Obstruction
D003117	C10.597.751.941.256	Color Vision Defects
D003121	C02.081.885.200	Colorado Tick Fever
D003123	C04.588.274.476.411.307.190	Colorectal Neoplasms, Hereditary Nonpolyposis
D003128	C10.597.606.358.800.200	Coma
D003137	C06.130.120.250	Common Bile Duct Diseases
D003138	C04.588.274.120.250.250	Common Bile Duct Neoplasms
D003139	C02.782.687.207	Common Cold
D003141	C01.539.221	Communicable Diseases
D003147	C10.597.606.150	Communication Disorders
D003161	C05.651.180	Compartment Syndromes
D003218	C02.256.650.810.217	Condylomata Acuminata
D003221	C10.597.606.337	Confusion
D003229	C11.187	Conjunctival Diseases
D003230	C04.588.364.235	Conjunctival Neoplasms
D003231	C11.187.183	Conjunctivitis
D003232	C02.325.250.250	Conjunctivitis, Acute Hemorrhagic
D003233	C11.187.183.200	Conjunctivitis, Allergic
D003234	C01.252.354.225	Conjunctivitis, Bacterial
D003235	C01.252.354.225.250	Conjunctivitis, Inclusion
D003236	C02.325.250	Conjunctivitis, Viral
D003240	C17.300	Connective Tissue Diseases
D003244	C10.597.606.358	Consciousness Disorders
D003248	C23.888.821.150	Constipation
D003251	C23.300.287	Constriction, Pathologic
D003286	C05.550.323	Contracture
D003288	C26.974.250	Contusions
D003289	C23.550.291.562	Convalescence
D003294	C10.597.742.571	Seizures, Febrile
D003310	C14.240.400.200	Cor Triatriatum
D003316	C11.204	Corneal Diseases
D003317	C11.204.236	Corneal Dystrophies, Hereditary
D003318	C11.204.299	Corneal Opacity
D003320	C01.539.375.177	Corneal Ulcer
D003323	C14.280.647.250.250	Coronary Aneurysm
D003324	C14.280.647.250.260	Coronary Artery Disease
D003327	C14.280.647.250	Coronary Disease
D003328	C14.280.647.250.290	Coronary Thrombosis
D003329	C14.280.647.250.295	Coronary Vasospasm
D003330	C14.240.400.210	Coronary Vessel Anomalies
D003333	C02.782.600.550	Coronaviridae Infections
D003354	C01.252.410.040.246	Corynebacterium Infections
D003371	C08.618.248	Cough
D003384	C02.782.687.359.213	Coxsackievirus Infections
D003387	C07.793.850.750.300	Cracked Tooth Syndrome
D003389	C10.292	Cranial Nerve Diseases
D003390	C04.588.614.300	Cranial Nerve Neoplasms
D003394	C05.116.099.370.231	Craniofacial Dysostosis
D003397	C04.557.465.625.200	Craniopharyngioma
D003398	C05.116.099.370.894.232	Craniosynostoses
D003409	C05.116.099.343.347	Congenital Hypothyroidism
D003410	C10.597.606.643.180	Cri-du-Chat Syndrome
D003414	C16.320.565.300.281	Crigler-Najjar Syndrome
D003420	C14.240.400.220	Crisscross Heart
D003424	C06.405.205.731.500	Crohn Disease
D003428	C01.539.248	Cross Infection
D003440	C08.360.535.365	Croup
D003444	C26.257.500	Crush Syndrome
D003449	C14.907.454.140	Cryoglobulinemia
D003453	C01.703.248	Cryptococcosis
D003456	C12.294.829.258	Cryptorchidism
D003457	C03.432.269	Cryptosporidiosis
D003480	C19.053.800.367	Cushing Syndrome
D003483	C16.320.850.180	Cutis Laxa
D003490	C23.888.248	Cyanosis
D003528	C04.557.470.200.025.220	Carcinoma, Adenoid Cystic
D003536	C04.557.470.200.025.480	Cystadenocarcinoma
D003537	C04.557.470.035.320	Cystadenoma
D003550	C06.689.202	Cystic Fibrosis
D003551	C03.335.190.902.185	Cysticercosis
D003554	C16.320.565.595.377	Cystinosis
D003555	C12.777.419.815.885.250	Cystinuria
D003556	C12.777.829.495	Cystitis
D003557	C04.557.450.795.650	Phyllodes Tumor
D003560	C04.182	Cysts
D003586	C02.256.466.245	Cytomegalovirus Infections
D003607	C11.496.221	Dacryocystitis
D003616	C10.228.140.252.300	Dandy-Walker Syndrome
D003635	C10.597.606.643.210	De Lange Syndrome
D003638	C09.218.458.341.186	Deafness
D003639	C09.218.458.341.900	Hearing Loss, Sudden
D003643	C23.550.260	Death
D003645	C23.550.260.322	Death, Sudden
D003649	C05.116.198.247.400	Decalcification, Pathologic
D003655	C10.597.305	Decerebrate State
D003665	C26.120.248	Decompression Sickness
D003668	C17.800.893.665	Pressure Ulcer
D003677	C18.654.521.500	Deficiency Diseases
D003680	C06.405.117.119	Deglutition Disorders
D003681	C18.452.950.179	Dehydration
D003693	C10.597.606.337.500	Delirium
D003699	C02.440.450	Hepatitis D
D003704	C10.228.140.380	Dementia
D003711	C10.314	Demyelinating Diseases
D003715	C02.081.270	Dengue
D003719	C07.650.800.250	Dens in Dente
D003728	C07.793.208.250	Dental Calculus
D003731	C07.793.720.210	Dental Caries
D003741	C07.793.208	Dental Deposits
D003744	C07.650.800.255	Dental Enamel Hypoplasia
D003750	C07.793.720.210.220	Dental Fissures
D003751	C07.465.614.187	Dental Fistula
D003763	C07.793.221	Dental Leakage
D003769	C07.793.494.293	Dental Occlusion, Traumatic
D003773	C07.793.208.377	Dental Plaque
D003784	C07.793.237.252	Dental Pulp Calcification
D003788	C07.793.237	Dental Pulp Diseases
D003789	C07.793.237.283	Dental Pulp Exposure
D003790	C07.793.237.315	Dental Pulp Necrosis
D003803	C04.182.089.530.690.310	Dentigerous Cyst
D003805	C07.650.800.260	Dentin Dysplasia
D003807	C07.793.266	Dentin Sensitivity
D003809	C07.793.237.378	Dentin, Secondary
D003811	C07.650.800.270	Dentinogenesis Imperfecta
D003872	C17.800.174	Dermatitis
D003873	C17.800.174.318	Dermatitis, Exfoliative
D003874	C17.800.174.360	Dermatitis Herpetiformis
D003875	C17.800.174.600	Drug Eruptions
D003876	C16.320.850.210	Dermatitis, Atopic
D003877	C17.800.174.255	Dermatitis, Contact
D003881	C01.539.800.200	Dermatomycoses
D003882	C05.651.594.819.500	Dermatomyositis
D003884	C04.182.201	Dermoid Cyst
D003914	C14.240.400.280	Dextrocardia
D003919	C12.777.419.135	Diabetes Insipidus
D003920	C18.452.394.750	Diabetes Mellitus
D003921	C18.452.394.750.074	Diabetes Mellitus, Experimental
D003922	C18.452.394.750.124	Diabetes Mellitus, Type 1
D003923	C18.452.394.750.149.500	Diabetes Mellitus, Lipoatrophic
D003924	C18.452.394.750.149	Diabetes Mellitus, Type 2
D003925	C14.907.320	Diabetic Angiopathies
D003926	C19.246.099.750	Diabetic Coma
D003928	C12.777.419.192	Diabetic Nephropathies
D003929	C10.668.829.300	Diabetic Neuropathies
D003930	C11.768.257	Diabetic Retinopathy
D003963	C17.800.174.255.400.250	Diaper Rash
D003965	C06.198.257	Diaphragmatic Eventration
D003966	C05.116.099.708.180	Camurati-Engelmann Syndrome
D003967	C23.888.821.214	Diarrhea
D003968	C23.888.821.214.500	Diarrhea, Infantile
D003969	C04.557.465.625.650.240.847	Vipoma
D003970	C07.650.800.320	Diastema
D004011	C03.335.865.224	Dicrocoeliasis
D004022	C03.335.349.315	Dictyocaulus Infections
D004030	C03.432.275	Dientamoebiasis
D004057	C05.116.540.410	Hyperostosis, Diffuse Idiopathic Skeletal
D004062	C05.660.207.103.500	DiGeorge Syndrome
D004065	C06.198	Digestive System Abnormalities
D004066	C06	Digestive System Diseases
D004067	C04.588.274	Digestive System Neoplasms
D004108	C23.300.325	Dilatation, Pathologic
D004154	C03.335.508.700.750.361.275	Dipetalonema Infections
D004165	C01.252.410.040.246.388	Diphtheria
D004169	C03.335.190.304	Diphyllobothriasis
D004172	C10.597.751.941.339	Diplopia
D004184	C03.335.349.320	Dirofilariasis
D004194	C23.550.288	Disease
D004195	C22.232	Disease Models, Animal
D004198	C23.550.291.687	Disease Susceptibility
D004200	C23.550.291.750	Diseases in Twins
D004204	C05.550.518	Joint Dislocations
D004211	C15.378.100.220	Disseminated Intravascular Coagulation
D004216	C02.782.580.600.500.285	Distemper
D004238	C01.539.463.199.375	Diverticulitis
D004239	C01.539.463.199.375.250	Diverticulitis, Colonic
D004240	C01.539.463.199.750	Diverticulum
D004241	C01.539.463.199.750.500	Diverticulum, Colon
D004244	C23.888.592.763.237	Dizziness
D004266	C02.256	DNA Virus Infections
D004283	C22.268	Dog Diseases
D004310	C14.240.400.915.300	Double Outlet Right Ventricle
D004313	C03.701.688.367	Dourine
D004314	C10.597.606.643.220	Down Syndrome
D004320	C03.335.508.700.750.299	Dracunculiasis
D004332	C23.550.260.393	Drowning
D004342	C20.543.206	Drug Hypersensitivity
D004368	C07.465.227	Dry Socket
D004370	C10.292.562.250	Duane Retraction Syndrome
D004374	C14.240.400.340	Ductus Arteriosus, Patent
D004377	C06.405.748.630.310	Dumping Syndrome
D004378	C06.405.469.275	Duodenal Diseases
D004379	C04.588.274.476.411.445	Duodenal Neoplasms
D004380	C06.405.469.275.395	Duodenal Obstruction
D004381	C06.405.469.275.800.348	Duodenal Ulcer
D004382	C06.405.205.462.249	Duodenitis
D004383	C06.405.469.275.700	Duodenogastric Reflux
D004387	C04.557.450.565.590.340.173	Dupuytren Contracture
D004392	C05.116.099.343	Dwarfism
D004393	C05.116.099.343.445	Dwarfism, Pituitary
D004401	C10.597.606.150.500.800.150.200	Dysarthria
D004402	C10.177.575.300	Dysautonomia, Familial
D004403	C06.405.205.331	Dysentery
D004404	C03.432.396	Dysentery, Amebic
D004405	C01.252.400.310.229	Dysentery, Bacillary
D004406	C15.378.147.333	Dysgammaglobulinemia
D004407	C04.557.465.330.300	Dysgerminoma
D004408	C10.597.751.861.479	Dysgeusia
D004409	C10.228.662.262.500	Dyskinesia, Drug-Induced
D004410	C10.597.606.150.500.300	Dyslexia
D004411	C10.597.606.150.500.300.200	Dyslexia, Acquired
D004412	C23.550.568.750	Dysmenorrhea
D004413	C05.116.099.370	Dysostoses
D004414	C12.294.644.242	Dyspareunia
D004415	C23.888.821.236	Dyspepsia
D004416	C04.557.665.560.260	Dysplastic Nevus Syndrome
D004417	C08.618.326	Dyspnea
D004418	C08.618.326.396	Dyspnea, Paroxysmal
D004420	C13.703.420.288	Dystocia
D004421	C10.597.350.300	Dystonia
D004422	C10.228.140.079.357	Dystonia Musculorum Deformans
D004426	C09.218.271	Ear Deformities, Acquired
D004427	C09.218	Ear Diseases
D004428	C04.588.443.665.312	Ear Neoplasms
D004433	C09.218.350	Earache
D004437	C14.240.400.395	Ebstein Anomaly
D004438	C15.378.100.452	Ecchymosis
D004443	C03.335.190.396	Echinococcosis
D004444	C03.335.190.396.314	Echinococcosis, Hepatic
D004445	C03.335.190.396.480	Echinococcosis, Pulmonary
D004451	C03.335.865.282	Echinostomiasis
D004454	C10.597.606.150.500.800.300	Echolalia
D004457	C02.782.687.359.347	Echovirus Infections
D004461	C13.703.395.124	Eclampsia
D004473	C01.252.410.890.210	Ecthyma
D004474	C02.256.743.193	Ecthyma, Contagious
D004476	C16.131.077.350	Ectodermal Dysplasia
D004478	C03.858.211	Ectoparasitic Infestations
D004479	C11.250.300	Ectopia Lentis
D004480	C05.660.585.350	Ectromelia
D004482	C02.256.743.239	Ectromelia, Infectious
D004483	C11.338.362	Ectropion
D004485	C17.800.174.620	Eczema
D004487	C23.888.277	Edema
D004488	C22.905.260	Edema Disease of Swine
D004489	C14.280.434.482	Edema, Cardiac
D004535	C14.907.454.240	Ehlers-Danlos Syndrome
D004541	C14.240.400.450	Eisenmenger Complex
D004556	C26.324	Electric Injuries
D004604	C15.604.496.320	Elephantiasis
D004605	C03.335.508.700.750.361.350	Elephantiasis, Filarial
D004612	C15.378.071.141.150.365	Elliptocytosis, Hereditary
D004613	C05.116.099.708.327	Ellis-Van Creveld Syndrome
D004614	C23.888.144.243.963.500	Emaciation
D004617	C14.907.355.350	Embolism
D004618	C14.907.355.350.254	Embolism, Air
D004619	C13.703.634.404	Embolism, Amniotic Fluid
D004620	C14.907.355.350.454	Embolism, Fat
D004630	C23.550.291.781	Emergencies
D004646	C23.550.325	Emphysema
D004652	C10.228.140.617.738.200	Empty Sella Syndrome
D004653	C01.539.830.305	Empyema
D004654	C01.252.410.040.552.846.877.405	Empyema, Tuberculous
D004660	C10.228.140.430	Encephalitis
D004670	C02.081.343.340	Encephalitis, California
D004671	C02.081.343	Encephalitis, Arbovirus
D004672	C02.081.343.345	Encephalitis, Japanese
D004673	C10.114.375.225	Encephalomyelitis, Acute Disseminated
D004674	C02.081.343.350	Encephalitis, St. Louis
D004675	C02.081.343.360	Encephalitis, Tick-Borne
D004677	C10.500.680.488	Encephalocele
D004678	C10.228.140.461	Encephalomalacia
D004679	C10.228.228.291	Encephalomyelitis
D004681	C10.114.703.300	Encephalomyelitis, Autoimmune, Experimental
D004682	C02.782.687.359.456	Encephalomyelitis, Enzootic Porcine
D004683	C02.081.355	Encephalomyelitis, Equine
D004684	C10.114.375.225.500	Leukoencephalitis, Acute Hemorrhagic
D004685	C02.081.355.355	Encephalomyelitis, Venezuelan Equine
D004687	C05.116.099.708.338	Enchondromatosis
D004688	C23.888.821.266	Encopresis
D004692	C14.907.940.090.340	Endarteritis
D004694	C14.240.400.560.350	Endocardial Cushion Defects
D004695	C14.280.238.281	Endocardial Fibroelastosis
D004696	C14.280.282	Endocarditis
D004697	C01.252.300	Endocarditis, Bacterial
D004698	C01.252.300.407	Endocarditis, Subacute Bacterial
D004700	C19	Endocrine System Diseases
D004701	C04.588.322	Endocrine Gland Neoplasms
D004714	C13.351.500.852.228	Endometrial Hyperplasia
D004715	C13.351.500.163	Endometriosis
D004716	C13.351.500.056.750.249	Endometritis
D004719	C14.280.238.406	Endomyocardial Fibrosis
D004749	C03.752.049.407	Entamoebiasis
D004751	C06.405.205.462	Enteritis
D004753	C02.782.600.550.200.325	Enteritis, Transmissible, of Turkeys
D004756	C01.252.400.310	Enterobacteriaceae Infections
D004760	C06.405.205.596	Enterocolitis
D004761	C01.252.410.222.310	Enterocolitis, Pseudomembranous
D004767	C01.252.410.222.325	Enterotoxemia
D004769	C02.782.687.359	Enterovirus Infections
D004774	C11.338.443	Entropion
D004775	C12.777.934.284	Enuresis
D004802	C15.378.553.231	Eosinophilia
D004803	C05.116.391	Eosinophilic Granuloma
D004806	C04.557.465.625.600.380.290	Ependymoma
D004810	C02.782.580.830.375	Ephemeral Fever
D004814	C04.182.254	Epidermal Cyst
D004818	C22.905.382	Epidermitis, Exudative, of Swine
D004819	C02.256.650.810.345	Epidermodysplasia Verruciformis
D004820	C16.131.831.493	Epidermolysis Bullosa
D004823	C12.294.199	Epididymitis
D004826	C08.730.798.200	Epiglottitis
D004827	C10.228.140.490	Epilepsy
D004828	C10.228.140.490.360	Epilepsies, Partial
D004829	C10.228.140.490.375	Epilepsy, Generalized
D004830	C10.228.140.490.375.290	Epilepsy, Tonic-Clonic
D004831	C10.228.140.490.375.130	Epilepsies, Myoclonic
D004832	C10.228.140.490.375.260	Epilepsy, Absence
D004833	C10.228.140.490.360.290	Epilepsy, Temporal Lobe
D004834	C10.228.140.199.650	Epilepsy, Post-Traumatic
D004839	C05.116.425	Epiphyses, Slipped
D004842	C12.706.374	Epispadias
D004844	C08.460.261	Epistaxis
D004859	C02.782.815.616.300	Equine Infectious Anemia
D004863	C05.330.488.655.125	Equinus Deformity
D004881	C25.723.680.262	Ergotism
D004884	C23.888.821.297	Eructation
D004886	C01.252.410.890.328	Erysipelas
D004887	C01.252.410.334.329	Erysipeloid
D004889	C01.252.410.334	Erysipelothrix Infections
D004890	C17.800.229	Erythema
D004891	C01.252.410.040.552.846.583.260	Erythema Induratum
D004892	C17.800.229.400	Erythema Multiforme
D004893	C17.800.174.600.375	Erythema Nodosum
D004894	C01.252.410.040.246.430	Erythrasma
D004899	C13.703.277.060	Erythroblastosis, Fetal
D004915	C04.557.337.539.275.325	Leukemia, Erythroblastic, Acute
D004916	C14.907.617.500	Erythromelalgia
D004919	C04.834.288	Erythroplasia
D004927	C01.252.400.310.330	Escherichia coli Infections
D004931	C06.405.117.119.500.432	Esophageal Achalasia
D004932	C06.405.117.240	Esophageal and Gastric Varices
D004933	C06.198.330	Esophageal Atresia
D004934	C04.182.281	Esophageal Cyst
D004935	C06.405.117	Esophageal Diseases
D004936	C06.405.205.282.750.625	Diverticulum, Esophageal
D004937	C06.267.250	Esophageal Fistula
